,Dataset,Repetition,ADAPT,ADMIC-Basic,ADMIC
282,Vogtmann E(2016),82,0.52962962962963,0.614814814814815,0.544444444444444
283,Vogtmann E(2016),83,0.585185185185185,0.703703703703704,0.666666666666667
284,Vogtmann E(2016),84,0.72962962962963,0.611111111111111,0.718518518518519
285,Vogtmann E(2016),85,0.6,0.77037037037037,0.762962962962963
286,Vogtmann E(2016),86,0.57037037037037,0.87037037037037,0.777777777777778
287,Vogtmann E(2016),87,0.792592592592593,0.503703703703704,0.866666666666667
288,Vogtmann E(2016),88,0.637037037037037,0.711111111111111,0.777777777777778
289,Vogtmann E(2016),89,0.544444444444445,0.737037037037037,0.625925925925926
290,Vogtmann E(2016),90,0.803703703703704,0.566666666666667,0.785185185185185
291,Vogtmann E(2016),91,0.740740740740741,0.537037037037037,0.788888888888889
292,Vogtmann E(2016),92,0.677777777777778,0.625925925925926,0.633333333333333
293,Vogtmann E(2016),93,0.548148148148148,0.644444444444444,0.881481481481481
294,Vogtmann E(2016),94,0.614814814814815,0.637037037037037,0.740740740740741
295,Vogtmann E(2016),95,0.807407407407407,0.644444444444444,0.707407407407407
296,Vogtmann E(2016),96,0.748148148148148,0.614814814814815,0.72962962962963
297,Vogtmann E(2016),97,0.592592592592593,0.622222222222222,0.596296296296296
298,Vogtmann E(2016),98,0.774074074074074,0.592592592592593,0.72962962962963
299,Vogtmann E(2016),99,0.496296296296296,0.659259259259259,0.7
300,Vogtmann E(2016),100,0.574074074074074,0.507407407407407,0.681481481481481
301,Schirmer M(2018),1,0.67948717948718,0.448717948717949,0.641025641025641
302,Schirmer M(2018),2,0.673076923076923,0.58974358974359,0.692307692307692
303,Schirmer M(2018),3,0.641025641025641,0.461538461538462,0.532051282051282
304,Schirmer M(2018),4,0.5,0.602564102564103,0.487179487179487
305,Schirmer M(2018),5,0.538461538461538,0.717948717948718,0.525641025641026
306,Schirmer M(2018),6,0.5,0.685897435897436,0.576923076923077
307,Schirmer M(2018),7,0.551282051282051,0.608974358974359,0.596153846153846
308,Schirmer M(2018),8,0.474358974358974,0.641025641025641,0.628205128205128
309,Schirmer M(2018),9,0.551282051282051,0.58974358974359,0.596153846153846
310,Schirmer M(2018),10,0.461538461538462,0.641025641025641,0.647435897435897
311,Schirmer M(2018),11,0.564102564102564,0.474358974358974,0.41025641025641
312,Schirmer M(2018),12,0.641025641025641,0.698717948717949,0.564102564102564
313,Schirmer M(2018),13,0.653846153846154,0.717948717948718,0.519230769230769
314,Schirmer M(2018),14,0.628205128205128,0.666666666666667,0.602564102564103
315,Schirmer M(2018),15,0.58974358974359,0.544871794871795,0.474358974358974
316,Schirmer M(2018),16,0.538461538461538,0.717948717948718,0.532051282051282
317,Schirmer M(2018),17,0.41025641025641,0.506410256410256,0.435897435897436
318,Schirmer M(2018),18,0.58974358974359,0.628205128205128,0.615384615384615
319,Schirmer M(2018),19,0.564102564102564,0.538461538461538,0.41025641025641
320,Schirmer M(2018),20,0.615384615384615,0.435897435897436,0.615384615384615
321,Schirmer M(2018),21,0.429487179487179,0.711538461538462,0.615384615384615
322,Schirmer M(2018),22,0.692307692307692,0.666666666666667,0.628205128205128
323,Schirmer M(2018),23,0.429487179487179,0.692307692307692,0.628205128205128
324,Schirmer M(2018),24,0.538461538461538,0.551282051282051,0.583333333333333
325,Schirmer M(2018),25,0.57051282051282,0.576923076923077,0.692307692307692
326,Schirmer M(2018),26,0.608974358974359,0.67948717948718,0.58974358974359
327,Schirmer M(2018),27,0.519230769230769,0.67948717948718,0.576923076923077
328,Schirmer M(2018),28,0.58974358974359,0.5,0.596153846153846
329,Schirmer M(2018),29,0.596153846153846,0.615384615384615,0.705128205128205
330,Schirmer M(2018),30,0.615384615384615,0.442307692307692,0.756410256410256
331,Schirmer M(2018),31,0.532051282051282,0.602564102564103,0.717948717948718
332,Schirmer M(2018),32,0.602564102564103,0.551282051282051,0.641025641025641
333,Schirmer M(2018),33,0.58974358974359,0.641025641025641,0.653846153846154
334,Schirmer M(2018),34,0.641025641025641,0.487179487179487,0.653846153846154
335,Schirmer M(2018),35,0.730769230769231,0.737179487179487,0.525641025641026
336,Schirmer M(2018),36,0.596153846153846,0.628205128205128,0.647435897435897
337,Schirmer M(2018),37,0.602564102564103,0.58974358974359,0.551282051282051
338,Schirmer M(2018),38,0.538461538461538,0.557692307692308,0.551282051282051
