,V1,V2,V3,V4,V5,V6
1,6.31233430122459e-05,0.287337457391743,0.225350334553718,0.0132243403610655,0.304822623406136,0.304822623406136
2,0,0.488241511428194,0.32745408904743,0.00786101202272427,0.52985863390144,0.52985863390144
3,0,0.410913872452334,0.310979618671926,0.00641025641025641,0.451265614727153,0.451265614727153
4,0,0.497537703908895,0.364112034472145,0.0113881194213604,0.530009233610342,0.530009233610342
5,0,0.581210996795412,0.463484567380671,0.00430089391128352,0.618063754427391,0.618063754427391
6,0.000231240605850387,0.370678691178171,0.241819863568043,0.0243958839172159,0.396866689790727,0.396866689790727
7,0,0.184012345679012,0.181975308641975,0.0127777777777778,0.202901234567901,0.202901234567901
8,0.000326728745128241,0.185255198487713,0.149455063128661,0.0322061191626409,0.202105066629326,0.202105066629326
